,date,sales_usd,product_description,client_name,sales_agent_name,dates_well
2993,124,2217116.73,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-04
1367,124,8435396.001,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-04
1375,125,3113217.397,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-05
1374,125,1213369.98,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-05
169,125,37858.82406,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-05
1372,125,878525.3214,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-05
1371,125,735142.7914,Producto E,Quesillos S.C.,Raul Jimenez,2020-05-05
1370,125,413691.9533,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-05
677,125,1442696.096,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-05
676,125,1168418.8590000002,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-05
674,125,156756.5758,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-05-05
673,125,104926.1782,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-05-05
1369,125,194238.3067,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-05-05
1368,125,79672.95734,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-05
170,125,558706.8993,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-05
1373,125,946279.296,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-05
675,125,359432.3935,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-05
2998,125,6084181.4860000005,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-05
3931,125,92596.1926,Producto D,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-05-05
2996,125,1247388.104,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-05
2995,125,906080.1996,Producto E,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-05
2994,125,27082.777980000003,Producto E,Libros al por Mayor S.A.P.I de C.V.,Uriel Antuna,2020-05-05
2997,125,5840945.542,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-05
1908,125,876421.944,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-05-05
1907,125,524265.6855,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-05
2388,125,57020.12231,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-05
2389,125,1022008.8620000001,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-05
3938,125,2072143.3280000002,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-05-05
3930,125,80867.83214,Producto D,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-05
3936,125,536237.0364,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-05-05
3935,125,454211.6916,Producto H,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-05
3932,125,95822.23446,Producto G,Quesillos S.C.,Rodolfo Pizarro,2020-05-05
3933,125,134437.7541,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-05
3934,125,363886.2941,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-05
3937,125,739738.5238,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-05
3939,126,-4333.930029,Producto A,Pescaditos SA de CV,Rodolfo Pizarro,2020-05-06
2390,126,187233.4797,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-06
678,126,224473.1251,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-06
679,126,588464.6075,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-06
680,126,1001634.016,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-06
2392,126,952695.7489,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-06
1910,126,892563.9615,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-05-06
171,126,16147.485319999998,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-06
1009,126,2263990.538,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-06
3001,126,8345708.321,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-06
3000,126,1320322.6909999999,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-06
2999,126,568563.1011,Producto F,Arbolitos Unidos de México S.A. de C.V.,Uriel Antuna,2020-05-06
1376,126,55711.5811,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-06
1377,126,443115.1263,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-06
1909,126,532368.2032,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-06
172,126,511963.2653,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-06
2391,126,390755.0207,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-06
3944,126,1472386.375,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-06
3940,126,51160.67573,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-06
3941,126,194576.2317,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-05-06
3942,126,288944.4855,Producto G,Quesillos S.C.,Rodolfo Pizarro,2020-05-06
3943,126,299391.0608,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-06
3946,126,3528432.062,Producto D,Pescaditos SA de CV,Rodolfo Pizarro,2020-05-06
3945,126,2796136.437,Producto D,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-05-06
1911,127,731643.4885,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-07
1912,127,995467.3631,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-05-07
174,127,1552153.015,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-07
3947,127,780199.8089,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-07
173,127,7312.503602,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-07
3002,127,254787.975,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-07
3949,127,6941978.775,Producto D,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-07
1378,127,90820.61936,Producto E,Pescaditos SA de CV,Raul Jimenez,2020-05-07
1379,127,516995.4725,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-07
1380,127,1147591.791,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-07
1381,127,1435153.148,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-07
3003,127,6166366.511,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-07
2395,127,957910.2136,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-07
3948,127,885691.4768,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-05-07
2393,127,88540.22335,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez,2020-05-07
681,127,687235.8436,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-07
2394,127,599371.4755,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-07
2396,128,409897.1045,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-08
1385,128,1095238.107,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-08
1384,128,634203.471,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-08
1383,128,391305.7355,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-08
1382,128,133736.717,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-08
175,128,55744.78554,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-08
176,128,758229.1812,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-08
682,128,1009236.162,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-08
683,128,1846870.906,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-08
3004,128,686785.0752,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-08
3005,128,735330.218,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-08
3006,128,4917854.539,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-08
2397,128,3923621.122,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-08
3951,128,347400.6151,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-08
3950,128,200444.1143,Producto H,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-08
1913,128,603651.5442,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-08
1914,128,960393.1249,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-05-08
3953,128,1616281.293,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-08
3952,128,458334.5842,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-08
3954,129,968313.0086,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-09
684,129,386114.0545,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-09
1915,129,716213.2134,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-09
3007,129,61672.543939999996,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-09
3008,129,1810571.967,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-09
177,129,779272.457,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-09
2400,131,483883.5184,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez,2020-05-11
2402,131,2267960.0840000003,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-11
2398,131,134078.8377,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-05-11
2403,131,2493218.786,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-11
2399,131,224643.6425,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-11
2401,131,1675467.1730000002,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-05-11
3009,131,169414.0262,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-11
3957,131,633600.0345,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-11
685,131,443686.4124,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-11
686,131,895862.8675,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-11
1916,131,453846.5874,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-11
3955,131,8852.366404999999,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-05-11
178,131,35978.6833,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-11
179,131,638830.5624,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-11
3010,131,1498112.948,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-11
3956,131,220284.0415,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-11
2404,132,194949.9416,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-12
2405,132,1354901.925,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-12
2406,132,1451891.006,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-12
3958,132,88936.02158,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-12
3961,132,790445.8328,Producto E,Pescaditos SA de CV,Rodolfo Pizarro,2020-05-12
1389,132,731748.7041,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-12
1386,132,146061.0511,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-05-12
180,132,21998.52144,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-12
181,132,1327303.74,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-12
3011,132,385791.3728,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-12
1919,132,1660785.551,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-05-12
1918,132,715302.098,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-05-12
1917,132,442990.8088,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-12
1920,132,2231592.67,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-05-12
3959,132,215592.0851,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-12
3960,132,246175.4029,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-05-12
1388,132,341286.0825,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-12
3962,132,1144711.25,Producto D,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-05-12
1387,132,158043.7219,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-12
3012,132,5889396.203,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-12
690,132,1156070.969,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-12
689,132,747961.5672,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-05-12
688,132,218116.7777,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-12
687,132,86311.3523,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-05-12
3963,132,1397422.1940000001,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-05-12
3964,133,356973.3713,Producto H,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-13
3965,133,384849.8711,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-13
3966,133,623157.5758,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-13
1921,133,614216.7555,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-13
3967,133,957045.2314,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-13
3015,133,7213506.406,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-13
3014,133,527083.4823,Producto E,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-13
3013,133,152680.6607,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-13
182,133,17995.73863,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-13
3016,133,21896586.99,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-13
183,133,664875.6365,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-13
691,133,227764.8594,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-13
692,133,305927.625,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-13
693,133,322180.4675,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-13
2408,133,1896789.553,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-13
2407,133,1454393.8669999999,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-13
1391,134,102071.4769,Producto E,Pescaditos SA de CV,Raul Jimenez,2020-05-14
2410,134,141948.6284,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-14
2409,134,11081.8927,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-05-14
696,134,1214146.148,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-14
695,134,748313.7086,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-05-14
3969,134,936860.5968,Producto D,Pescaditos SA de CV,Rodolfo Pizarro,2020-05-14
1390,134,59089.1515,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-14
3970,134,1135594.1090000002,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-14
3971,134,1814171.9540000001,Producto D,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-05-14
3972,134,3541445.96,Producto D,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-14
694,134,570755.0708,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-14
3968,134,767886.9364,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-14
3018,134,1190503.372,Producto F,Arbolitos Unidos de México S.A. de C.V.,Uriel Antuna,2020-05-14
3017,134,302954.9225,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-14
1923,134,827970.3801,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-14
1392,134,398455.8287,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-14
1395,134,2972291.64,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-14
1393,134,555753.1277,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-14
1394,134,1821338.7659999998,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-14
184,134,38053.9137,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-14
185,134,783491.6457,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-14
2412,134,1554822.468,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-14
2411,134,834705.6575,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-05-14
1922,134,789810.0541,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-05-14
3019,134,6753193.23,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-14
3020,135,1196822.946,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-15
1925,135,1208434.123,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-05-15
697,135,429034.2489,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-15
698,135,538324.5296,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-15
699,135,1153273.9209999999,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-15
2413,135,971703.3885,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-15
2414,135,1826373.451,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-15
3021,135,7862388.39,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-15
1924,135,865479.8947,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-15
1010,135,1387849.295,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-15
1396,135,619939.3621,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-15
187,135,912497.0294,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-15
1397,135,2259798.285,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-15
3974,135,1343130.9209999999,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-15
3973,135,460214.0719,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-15
1398,135,2398504.119,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-15
186,135,40235.75046,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-15
2415,136,188891.6357,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-16
1926,136,645909.6316,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-16
188,136,1036317.025,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-16
2417,136,645654.8946,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez,2020-05-16
3023,136,1683558.58,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-16
2416,136,541205.2765,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-16
1401,136,697615.4317,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-16
1400,136,264668.2871,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-16
1399,136,130516.7607,Producto C,Pescaditos SA de CV,Raul Jimenez,2020-05-16
3975,136,1185292.402,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-16
3022,136,73095.73492,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-16
1403,139,1223636.3390000002,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-19
1402,139,146819.0503,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-19
701,139,299883.0528,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-19
702,139,404201.5217,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-19
703,139,1378195.364,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-05-19
3979,139,14596604.41,Producto D,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-05-19
3978,139,920270.6147,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-19
189,139,44162.47205,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-19
190,139,616098.7665,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-19
1927,139,364118.2963,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-19
700,139,297678.5661,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-19
3977,139,331212.5034,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-19
3976,139,255066.3953,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-19
2418,139,18793.83418,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-19
2419,139,37418.28434,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-05-19
2420,139,494081.8113,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-05-19
2421,139,1790655.929,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-19
3024,139,93010.99811,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-19
3025,139,494742.6325,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-19
3026,139,2747727.3030000003,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-19
192,140,1132478.8290000001,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-20
3981,140,1498219.065,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-20
706,140,4152369.09,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-20
705,140,720643.7688,Producto F,Arbolitos Unidos de México S.A. de C.V.,Raul Jimenez,2020-05-20
704,140,478237.0211,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-20
1407,140,438649.0801,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-20
3980,140,158795.8695,Producto E,Arbolitos Unidos de México S.A. de C.V.,Rodolfo Pizarro,2020-05-20
1406,140,334884.7017,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-20
1405,140,220626.9345,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-20
1404,140,72683.57869,Producto E,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-20
3027,140,33894.70523,Producto E,Libros al por Mayor S.A.P.I de C.V.,Uriel Antuna,2020-05-20
3028,140,68542.15714,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-20
3982,140,2615060.208,Producto D,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-20
3031,140,7282109.606000001,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-20
1930,140,723022.913,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-05-20
1929,140,421877.6728,Producto F,Arbolitos Unidos de México S.A. de C.V.,Jose Juan Macias,2020-05-20
1928,140,395747.2334,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-20
2422,140,113266.7704,Producto E,Libros al por Mayor S.A.P.I de C.V.,Edson Álvarez,2020-05-20
3030,140,2001936.54,Producto F,Arbolitos Unidos de México S.A. de C.V.,Uriel Antuna,2020-05-20
3029,140,189297.5374,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-20
2423,140,211574.19600000003,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-20
2424,140,753553.7577,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-20
191,140,17196.10333,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-20
707,141,198786.8846,Producto H,Pescaditos SA de CV,Raul Jimenez,2020-05-21
1932,141,2057365.3569999998,Producto E,Libros al por Mayor S.A.P.I de C.V.,Jose Juan Macias,2020-05-21
1931,141,1053284.908,Producto H,Pescaditos SA de CV,Jose Juan Macias,2020-05-21
1410,141,4454404.256,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-21
194,141,1494386.739,Producto G,Quesillos S.C.,Guillermo Ochoa,2020-05-21
2427,141,740734.0234,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-21
3035,141,7376695.482999999,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-21
3034,141,7014975.312999999,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-21
3985,141,1410945.9309999999,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-21
3033,141,2314369.999,Producto E,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-21
1409,141,810625.9959999999,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Raul Jimenez,2020-05-21
2428,141,1769403.336,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-21
2426,141,501936.782,Producto H,Pescaditos SA de CV,Edson Álvarez,2020-05-21
3986,141,1682402.895,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-21
2425,141,83094.24231,Producto E,Pescaditos SA de CV,Edson Álvarez,2020-05-21
193,141,43800.1362,Producto E,Quesillos S.C.,Guillermo Ochoa,2020-05-21
3983,141,119546.6501,Producto H,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-21
3984,141,890704.9959,Producto E,Libros al por Mayor S.A.P.I de C.V.,Rodolfo Pizarro,2020-05-21
1408,141,192477.943,Producto F,Libros al por Mayor S.A.P.I de C.V.,Raul Jimenez,2020-05-21
3032,141,1143196.865,Producto E,Carpinteros Unidos del Bajio,Uriel Antuna,2020-05-21
3987,142,-3910.377608,Producto E,Carros y Refacciones del Centro S.A. de C.V.,Rodolfo Pizarro,2020-05-22
2429,142,1540867.16,Producto E,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-22
2430,142,1789985.718,Producto C,Carpinteros Unidos del Bajio,Edson Álvarez,2020-05-22
3988,142,34072.78999,Producto E,Quesillos S.C.,Rodolfo Pizarro,2020-05-22
3989,142,109329.1317,Producto A,Pescaditos SA de CV,Rodolfo Pizarro,2020-05-22
3036,142,80112.86521,Producto H,Jamonsitos SAPI de CV,Uriel Antuna,2020-05-22
3991,142,176257.97199999998,Producto E,Jamonsitos SAPI de CV,Rodolfo Pizarro,2020-05-22
1411,142,81454.10501,Producto E,Pescaditos SA de CV,Raul Jimenez,2020-05-22
